tender_no,source_files,folder_path
TS_BATCH_SEC_1752224154,"[""BATC_f60fcf8a-9008-4db4-99e81747978239408_buyerlucknow7.docx_1752224154_878656236.docx"", ""OM_energy_ElecAppl.pdf_1752224154_1910011370.pdf"", ""requirements_for_oem_status_against_the_category_-__2024-05-01-12-38-10_42eb1899ef2d07820095ebe48910a901.pdf_1752224154_173780108.pdf"", ""specification.pdf_1752224154_626473290.pdf"", ""stc_-version_2-_split_air_conditioner_including_gre_2024-06-26-16-57-37_efdc88d6a009d5c093d94097cf97cbc4.pdf_1752224154_793048614.pdf""]",tender-documents
TS_BATCH_SEC_1767164335,"[""BATTERYATC_62f87b6d-e5f9-4451-81541767078201113_leopard.bull@gov.in.pdf_1767164335_353028645.pdf""]",tender-documents
TS_BATCH_SEC_1762948593,"[""BATTERY_388d8260-ac3c-4481-b0581762852710147_MINIGEM@NMDC.pdf_1762948593_1540746229.pdf"", ""battery_2025-11-11-12-46-31_024dfc3c00e658aff96af042057142b2.pdf_1762948593_1167144491.pdf""]",tender-documents
TS_BATCH_SEC_1735892861,"[""BHEL.html_1735892861_208540351.html""]",tender-documents
TS_BATCH_SEC_1761823494,"[""BHEL.pdf_1761823494_926299667.pdf"", ""Tendernotice_1_(54).pdf_1761823494_1093918454.pdf""]",tender-documents
TS_BATCH_SEC_1761823495,"[""BHEL.pdf_1761823495_2115629706.pdf"", ""Tendernotice_1_(54).pdf_1761823495_864208664.pdf""]",tender-documents
TS_BATCH_SEC_1732962506,"[""BHEL_DA2.pdf_1732962506_847727673.pdf""]",tender-documents
TS_BATCH_SEC_1759998214,"[""BIDDOC_N_d3bfb69b-0427-4039-9d4d1754543897583_rkverma05.pdf_1759998214_2006778007.pdf"", ""annexure-i_2025-08-06-17-23-33_708ddfccd388ad27e1cd72391ae0fe6c_(1).pdf_1759998214_1775182313.pdf"", ""annexure-ii_2025-08-06-17-23-33_35a135bf4dc90010c8ea0b65f1cd781f_(1).pdf_1759998214_399535410.pdf"", ""item_1_2025-08-06-17-23-33_807d7f9b66cc6568c0d17a98e86c34fe_(1).pdf_1759998214_1697585665.pdf""]",tender-documents
TS_BATCH_SEC_1767347816,"[""BOQ_146360.xls_1767347816_1293411423.xls"", ""F2.pdf_1767347816_1151039080.pdf"", ""Tendernotice_1_(18).pdf_1767347816_67152853.pdf""]",tender-documents
TS_BATCH_SEC_1770018896,"[""BOQ_304639.xls_1770018896_69835101.xls"", ""Tenderdocument.pdf_1770018896_978523226.pdf""]",tender-documents
TS_BATCH_SEC_1768032437,"[""BOQ_60710.xls_1768032437_1260824962.xls"", ""Tendernotice_1_(32).pdf_1768032437_798638738.pdf""]",tender-documents
TS_BATCH_SEC_1768032537,"[""BOQ_60710.xls_1768032537_688640121.xls"", ""Tendernotice_1_(32).pdf_1768032537_1643540739.pdf""]",tender-documents
TS_BATCH_SEC_1757157626,"[""BOQ_919561.xls_1757157626_1243570650.xls"", ""Tendernotice_1_(5).pdf_1757157626_1841573726.pdf""]",tender-documents
TS_BATCH_SEC_1769533895,"[""BOQ_940007.xls_1769533895_410656224.xls"", ""Tender305.pdf_1769533895_1184507911.pdf""]",tender-documents
TS_BATCH_SEC_1758626949,"[""BPCL_(2).pdf_1758626949_1673988874.pdf""]",tender-documents
TS_BATCH_SEC_1732356856,"[""BPCL_KERALA3.pdf_1732356856_2134885782.pdf""]",tender-documents
TS_BATCH_SEC_1735889129,"[""BRBCL.html_1735889129_1541471163.html""]",tender-documents
TS_BATCH_SEC_1768546564,"[""BSPCL.pdf_1768546564_342517228.pdf""]",tender-documents
TS_BATCH_SEC_1769668702,"[""Bid_Document_RRVUNL.pdf_1769668702_1505875826.pdf"", ""NIB-Document_1768302725.pdf_1769668702_1735684308.pdf""]",tender-documents
TS_BATCH_SEC_1752041208,"[""Bid_final.pdf_1752041208_632417172.pdf""]",tender-documents
TS_BATCH_SEC_1758530432,"[""BidderATC_c051281e-fd94-41b8-92801757569741785_kvsingh@224abod_(1).docx_1758530432_91443011.docx"", ""IA_(2).pdf_1758530432_57237000.pdf""]",tender-documents
TS_BATCH_SEC_1732879107,"[""CDAC.pdf_1732879107_503767321.pdf""]",tender-documents
TS_BATCH_SEC_1737455532,"[""CR.pdf_1737455532_1196587114.pdf""]",tender-documents
TS_BATCH_SEC_1758281639,"[""Checklist_04517656-a42d-44db-8d091757148567364_VSC_GEM.docx_1758281639_453181669.docx"", ""green_room_air_conditioner_specifications_-draft-_d_2024-05-01-11-50-44_6dc927f8627fd0e694ecf3e91a001743_(11).pdf_1758281639_230728195.pdf""]",tender-documents
TS_BATCH_SEC_1760167576,"[""Checklist_04517656-a42d-44db-8d091757148567364_VSC_GEM_(1).docx_1760167576_1527985639.docx"", ""OM_energy_ElecAppl_(2).pdf_1760167576_212391565.pdf"", ""green_room_air_conditioner_specifications_-draft-_d_2024-05-01-11-50-44_6dc927f8627fd0e694ecf3e91a001743_(16).pdf_1760167576_1890822555.pdf"", ""requirements_for_oem_status_against_the_category_-__2024-05-01-12-38-10_42eb1899ef2d07820095ebe48910a901_(8).pdf_1760167576_1528642139.pdf"", ""stc_-version_2-_split_air_conditioner_including_gre_2024-06-26-16-57-37_efdc88d6a009d5c093d94097cf97cbc4_(9).pdf_1760167576_424446241.pdf""]",tender-documents
TS_BATCH_SEC_1760166259,"[""Checklist_b5d36153-9cbc-4eb5-aec71757149320521_VSC_GEM.docx_1760166259_186515929.docx"", ""green_room_air_conditioner_specifications_-draft-_d_2024-05-01-11-50-44_6dc927f8627fd0e694ecf3e91a001743_(15).pdf_1760166259_1012702975.pdf"", ""requirements_for_oem_status_against_the_category_-__2024-05-01-12-38-10_42eb1899ef2d07820095ebe48910a901_(7).pdf_1760166259_1391173956.pdf"", ""stc_-version_2-_split_air_conditioner_including_gre_2024-06-26-16-57-37_efdc88d6a009d5c093d94097cf97cbc4_(8).pdf_1760166259_1376257558.pdf""]",tender-documents
TS_BATCH_SEC_1768031397,"[""DGBPS_2_112A_S_73040_EMD.pdf_1768031397_291626810.pdf"", ""New_Supply_General_Commercial_Terms_and_Conditions_1_to_72_pages__(1).pdf_1768031397_1336554071.pdf""]",tender-documents
TS_BATCH_SEC_1735205210,"[""DGLL.pdf_1735205210_1921253833.pdf""]",tender-documents
TS_BATCH_SEC_1733828026,"[""DMRC.html_1733828026_279299336.html""]",tender-documents
TS_BATCH_SEC_1734441572,"[""DMRC.html_1734441572_881424900.html""]",tender-documents
TS_BATCH_SEC_1735194570,"[""DMRC.html_1735194570_761050912.html""]",tender-documents
TS_BATCH_SEC_1759220422,"[""DMRC_(1).pdf_1759220422_1090105513.pdf""]",tender-documents
TS_BATCH_SEC_1750754571,"[""DOC.pdf_1750754571_1388666907.pdf""]",tender-documents
TS_BATCH_SEC_1736856063,"[""DRDO.pdf_1736856063_667016275.pdf""]",tender-documents
TS_BATCH_SEC_1737964896,"[""DVVNL.pdf_1737964896_361124040.pdf""]",tender-documents
TS_BATCH_SEC_1737370830,"[""DWR.pdf_1737370830_1014474552.pdf""]",tender-documents
TS_BATCH_SEC_1770047001,"[""Detailed_NIT19.pdf_1770047001_1485636019.pdf""]",tender-documents
TS_BATCH_SEC_1767356137,"[""DirectAC_c_cb676c78-ec0f-48f2-948d1766579013456_store.dt_(1).pdf_1767356137_1408032034.pdf""]",tender-documents
TS_BATCH_SEC_1736700082,"[""ECL.pdf_1736700082_709837247.pdf""]",tender-documents
TS_BATCH_SEC_1755583906,"[""EDoc4TRateContractBatteries.pdf_1755583906_1117439620.pdf""]",tender-documents
TS_BATCH_SEC_1755689263,"[""EDoc4TRateContractBatteries_(1).pdf_1755689263_738358696.pdf""]",tender-documents
TS_BATCH_SEC_1748930947,"[""FINALTENDERDOCUMENT1.pdf_1748930947_242171410.pdf""]",tender-documents
TS_BATCH_SEC_1735199380,"[""GAIL.pdf_1735199380_1368678839.pdf""]",tender-documents
TS_BATCH_SEC_1736230748,"[""GAIL.pdf_1736230748_2009637529.pdf""]",tender-documents
TS_BATCH_SEC_1738144519,"[""GAIL.pdf_1738144519_1727982241.pdf""]",tender-documents
TS_BATCH_SEC_1740466158,"[""GAIL.pdf_1740466158_706733827.pdf""]",tender-documents
TS_BATCH_SEC_1731994902,"[""GAIL_DIBIYAPUR4.pdf_1731994902_1852923943.pdf"", ""GB4.pdf_1731994902_881821072.pdf""]",tender-documents
TS_BATCH_SEC_1735209059,"[""GETCO.html_1735209059_1139968179.html""]",tender-documents
TS_BATCH_SEC_1735209661,"[""GSECL.html_1735209661_635143904.html""]",tender-documents
TS_BATCH_SEC_1735891884,"[""GSECL.html_1735891884_1409696200.html""]",tender-documents
TS_BATCH_SEC_1736708704,"[""GSECL.pdf_1736708704_1780110034.pdf""]",tender-documents
TS_BATCH_SEC_1736710634,"[""GSECL.pdf_1736710634_1538076566.pdf""]",tender-documents
TS_BATCH_SEC_1736770836,"[""GSECL.pdf_1736770836_361384560.pdf""]",tender-documents
TS_BATCH_SEC_1759559745,"[""GSECL_(1).pdf_1759559745_1057842953.pdf"", ""KLTPS_12_ME-165_TB.pdf_1759559745_326650000.pdf"", ""KLTPS_Comm__Terms_Cond_E-PROCUREMENT.pdf_1759559745_25568017.pdf""]",tender-documents
TS_BATCH_SEC_1736855671,"[""GSL.pdf_1736855671_564844470.pdf""]",tender-documents
TS_BATCH_SEC_1762328479,"[""GSPEC_47582e0d-3c9d-4c40-94191761622735869_SRATNAKAR.pdf_1762328479_1417340476.pdf""]",tender-documents
TS_BATCH_SEC_1736230495,"[""G__gailtenders_writereaddata_Tender_gembid_20241217_185827.pdf_1736230495_1991860012.pdf""]",tender-documents
TS_BATCH_SEC_1736230501,"[""G__gailtenders_writereaddata_Tender_gembid_20241217_185827.pdf_1736230501_641625456.pdf""]",tender-documents
TS_BATCH_SEC_1736230503,"[""G__gailtenders_writereaddata_Tender_gembid_20241217_185827.pdf_1736230503_169017037.pdf""]",tender-documents
TS_BATCH_SEC_1736230504,"[""G__gailtenders_writereaddata_Tender_gembid_20241217_185827.pdf_1736230504_1409007084.pdf"", ""G__gailtenders_writereaddata_Tender_gembid_20241217_185827.pdf_1736230504_788757033.pdf""]",tender-documents
TS_BATCH_SEC_1736230510,"[""G__gailtenders_writereaddata_Tender_gembid_20241217_185827.pdf_1736230510_944010750.pdf""]",tender-documents
TS_BATCH_SEC_1736230511,"[""G__gailtenders_writereaddata_Tender_gembid_20241217_185827.pdf_1736230511_120892198.pdf"", ""G__gailtenders_writereaddata_Tender_gembid_20241217_185827.pdf_1736230511_1500907408.pdf"", ""G__gailtenders_writereaddata_Tender_gembid_20241217_185827.pdf_1736230511_687490387.pdf"", ""G__gailtenders_writereaddata_Tender_gembid_20241217_185827.pdf_1736230511_765888490.pdf""]",tender-documents
TS_BATCH_SEC_1736230512,"[""G__gailtenders_writereaddata_Tender_gembid_20241217_185827.pdf_1736230512_523683500.pdf"", ""G__gailtenders_writereaddata_Tender_gembid_20241217_185827.pdf_1736230512_802620604.pdf""]",tender-documents
TS_BATCH_SEC_1736230519,"[""G__gailtenders_writereaddata_Tender_gembid_20241217_185827.pdf_1736230519_1183806794.pdf"", ""G__gailtenders_writereaddata_Tender_gembid_20241217_185827.pdf_1736230519_1220590708.pdf"", ""G__gailtenders_writereaddata_Tender_gembid_20241217_185827.pdf_1736230519_904517030.pdf""]",tender-documents
TS_BATCH_SEC_1736230520,"[""G__gailtenders_writereaddata_Tender_gembid_20241217_185827.pdf_1736230520_22513860.pdf""]",tender-documents
TS_BATCH_SEC_1748676163,"[""Government_eProcurement_System2.pdf_1748676163_1013029508.pdf""]",tender-documents
TS_BATCH_SEC_1735894086,"[""HAL.pdf_1735894086_533782048.pdf""]",tender-documents
TS_BATCH_SEC_1736711720,"[""HESCOM.pdf_1736711720_82490230.pdf""]",tender-documents
TS_BATCH_SEC_1734442664,"[""HPCL.pdf_1734442664_1256671109.pdf""]",tender-documents
TS_BATCH_SEC_1735278320,"[""HPCL.pdf_1735278320_481527034.pdf""]",tender-documents
TS_BATCH_SEC_1736835179,"[""HPCL.pdf_1736835179_916947646.pdf""]",tender-documents
TS_BATCH_SEC_1738044574,"[""HPCL.pdf_1738044574_1899945948.pdf""]",tender-documents
TS_BATCH_SEC_1735297075,"[""HPGCL.pdf_1735297075_912078615.pdf""]",tender-documents
TS_BATCH_SEC_1736771286,"[""HPSEBL.pdf_1736771286_1206068318.pdf""]",tender-documents
TS_BATCH_SEC_1759227885,"[""HRY.pdf_1759227885_1797079007.pdf"", ""HRY2.pdf_1759227885_1097106293.pdf""]",tender-documents
TS_BATCH_SEC_1735212341,"[""IA.pdf_1735212341_1907517949.pdf""]",tender-documents
TS_BATCH_SEC_1736699387,"[""IA.pdf_1736699387_124834662.pdf""]",tender-documents
TS_BATCH_SEC_1736710964,"[""IA.pdf_1736710964_890719074.pdf""]",tender-documents
TS_BATCH_SEC_1736770508,"[""IA.pdf_1736770508_304104133.pdf""]",tender-documents
TS_BATCH_SEC_1736835427,"[""IA.pdf_1736835427_1189717768.pdf""]",tender-documents
TS_BATCH_SEC_1737627011,"[""IAF.pdf_1737627011_59305090.pdf""]",tender-documents
TS_BATCH_SEC_1732859333,"[""IAF_DELHI.pdf_1732859333_1178811451.pdf""]",tender-documents
TS_BATCH_SEC_1736152043,"[""IIT.pdf_1736152043_980593604.pdf""]",tender-documents
TS_BATCH_SEC_1735883418,"[""IN.pdf_1735883418_1318294187.pdf""]",tender-documents
TS_BATCH_SEC_1736145337,"[""IN2.pdf_1736145337_1863520658.pdf""]",tender-documents
TS_BATCH_SEC_1734097409,"[""IOCL.pdf_1734097409_1912538733.pdf""]",tender-documents
TS_BATCH_SEC_1734110179,"[""IOCL.pdf_1734110179_1356131144.pdf""]",tender-documents
TS_BATCH_SEC_1734931743,"[""IOCL.pdf_1734931743_32155645.pdf""]",tender-documents
TS_BATCH_SEC_1735208238,"[""IOCL.pdf_1735208238_168033014.pdf""]",tender-documents
TS_BATCH_SEC_1735210666,"[""IOCL.pdf_1735210666_298253383.pdf""]",tender-documents
TS_BATCH_SEC_1735216410,"[""IOCL.pdf_1735216410_1759229774.pdf""]",tender-documents
TS_BATCH_SEC_1736697567,"[""IOCL.pdf_1736697567_504983054.pdf""]",tender-documents
TS_BATCH_SEC_1736753125,"[""IOCL.pdf_1736753125_321329564.pdf""]",tender-documents
TS_BATCH_SEC_1736770332,"[""IOCL.pdf_1736770332_574628774.pdf""]",tender-documents
TS_BATCH_SEC_1736835870,"[""IOCL.pdf_1736835870_1160753013.pdf""]",tender-documents
TS_BATCH_SEC_1736836036,"[""IOCL.pdf_1736836036_1244751760.pdf""]",tender-documents
TS_BATCH_SEC_1736836197,"[""IOCL.pdf_1736836197_1819370754.pdf""]",tender-documents
TS_BATCH_SEC_1737965947,"[""IOCL.pdf_1737965947_764625055.pdf""]",tender-documents
TS_BATCH_SEC_1732355755,"[""IOCL_VADODARA.pdf_1732355755_1639086116.pdf""]",tender-documents
TS_BATCH_SEC_1763203898,"[""IREL.pdf_1763203898_1218440595.pdf"", ""Tendernotice_1_(71).pdf_1763203898_1904727044.pdf""]",tender-documents
TS_BATCH_SEC_1768379458,"[""IR_Annexure-II.pdf_1768379458_1867460080.pdf"", ""South_Western_Railway_Documents.pdf_1768379458_1733825014.pdf""]",tender-documents
TS_BATCH_SEC_1751006330,"[""ITB_GCC_original.pdf_1751006330_746738559.pdf""]",tender-documents
TS_BATCH_SEC_1751006333,"[""ITB_GCC_original.pdf_1751006333_1421323865.pdf""]",tender-documents
TS_BATCH_SEC_1751006347,"[""ITB_GCC_original.pdf_1751006347_320055141.pdf""]",tender-documents
TS_BATCH_SEC_1751006356,"[""ITB_GCC_original.pdf_1751006356_838199189.pdf""]",tender-documents
TS_BATCH_SEC_1753075506,"[""ITB_GCC_original_(2).pdf_1753075506_702643419.pdf""]",tender-documents
TS_BATCH_SEC_1754979968,"[""JMRC.pdf_1754979968_253815085.pdf""]",tender-documents
TS_BATCH_SEC_1734440659,"[""JVVNL.html_1734440659_1026836701.html""]",tender-documents
TS_BATCH_SEC_1754980830,"[""JVVNL.pdf_1754980830_507327501.pdf""]",tender-documents
TS_BATCH_SEC_1732357759,"[""JVVNL2.html_1732357759_642436819.html""]",tender-documents
TS_BATCH_SEC_1731998954,"[""KMRL.pdf_1731998954_1907601016.pdf""]",tender-documents
TS_BATCH_SEC_1734097658,"[""KMRL.pdf_1734097658_2038735743.pdf""]",tender-documents
TS_BATCH_SEC_1731998955,"[""KMRL2.pdf_1731998955_837262733.pdf""]",tender-documents
TS_BATCH_SEC_1737964090,"[""KSEB.pdf_1737964090_508957788.pdf""]",tender-documents
TS_BATCH_SEC_1738139962,"[""KSEB.pdf_1738139962_1197249949.pdf""]",tender-documents
TS_BATCH_SEC_1737966979,"[""LRAS.pdf_1737966979_1925716569.pdf""]",tender-documents
TS_BATCH_SEC_1746856901,"[""M.pdf_1746856901_508702572.pdf""]",tender-documents
TS_BATCH_SEC_1736771509,"[""MAHATRANSCO.pdf_1736771509_452533652.pdf""]",tender-documents
TS_BATCH_SEC_1736771941,"[""MAHATRANSCO.pdf_1736771941_59468744.pdf""]",tender-documents
TS_BATCH_SEC_1737531019,"[""MAHATRANSCO.pdf_1737531019_1306250958.pdf""]",tender-documents
TS_BATCH_SEC_1735215374,"[""MDSL.pdf_1735215374_1469129959.pdf""]",tender-documents
TS_BATCH_SEC_1738142295,"[""MSETCL.jpg_1738142295_1299913201.jpg""]",tender-documents
TS_BATCH_SEC_1736700312,"[""MSETCL.pdf_1736700312_1640714357.pdf""]",tender-documents
TS_BATCH_SEC_1736712210,"[""MSETCL.pdf_1736712210_353486297.pdf""]",tender-documents
TS_BATCH_SEC_1737964710,"[""MSETCL.pdf_1737964710_1849949568.pdf""]",tender-documents
TS_BATCH_SEC_1756299034,"[""MSETCL_VRLA_(1).pdf_1756299034_2141964159.pdf""]",tender-documents
TS_BATCH_SEC_1766213292,"[""N.pdf_1766213292_1529248486.pdf"", ""NT.pdf_1766213292_1233968813.pdf"", ""ntpc.pdf_1766213292_1626302630.pdf""]",tender-documents
TS_BATCH_SEC_1758625821,"[""NIAB.pdf_1758625821_1943648944.pdf"", ""NIAB2.pdf_1758625821_1864769611.pdf""]",tender-documents
TS_BATCH_SEC_1759998843,"[""NIT.pdf_1759998843_1879225679.pdf""]",tender-documents
TS_BATCH_SEC_1760602803,"[""NITATC_645300c0-a077-43f0-990e1760439116477_Praveen_2021.pdf_1760602803_2071070943.pdf"", ""technical_specification_2025-10-14-15-58-10_f030b4f5504d1951d9f64ea64087749e.pdf_1760602803_1769024385.pdf""]",tender-documents
TS_BATCH_SEC_1762416624,"[""NITATC_645300c0-a077-43f0-990e1760439116477_Praveen_2021_(1).pdf_1762416624_1754718268.pdf"", ""technical_specification_2025-10-14-15-58-10_f030b4f5504d1951d9f64ea64087749e_(1).pdf_1762416624_352477982.pdf""]",tender-documents
TS_BATCH_SEC_1765355330,"[""NIT_11_510077201764648943_(2).pdf_1765355330_1974706283.pdf""]",tender-documents
TS_BATCH_SEC_1765974222,"[""NIT_11_510077201764648943_(3).pdf_1765974222_844293844.pdf""]",tender-documents
TS_BATCH_SEC_1764668174,"[""NIT_2497_AC.pdf_1764668174_14553754.pdf""]",tender-documents
TS_BATCH_SEC_1766148403,"[""NIT_NO_32_25_26.pdf_1766148403_1918146420.pdf""]",tender-documents
TS_BATCH_SEC_1768474451,"[""NIT_TD8713_(1).pdf_1768474451_493226690.pdf""]",tender-documents
TS_BATCH_SEC_1758008624,"[""NITdocuments-43-5thRecall.pdf_1758008624_666293467.pdf"", ""TenderConsolidationView_126453.pdf_1758008624_1261193168.pdf""]",tender-documents
TS_BATCH_SEC_1735296317,"[""NMDC.pdf_1735296317_2066789173.pdf""]",tender-documents
TS_BATCH_SEC_1736707334,"[""NMDC.pdf_1736707334_1957041927.pdf""]",tender-documents
TS_BATCH_SEC_1736834485,"[""NMDC.pdf_1736834485_1477945968.pdf""]",tender-documents
TS_BATCH_SEC_1766817760,"[""NMRCL.pdf_1766817760_46089531.pdf""]",tender-documents
TS_BATCH_SEC_1732361857,"[""NPCIL_BOISAR.pdf_1732361857_1159544898.pdf""]",tender-documents
TS_BATCH_SEC_1762949649,"[""NRPMM25033_9237ac02-3efd-48dc-a78b1762836812531_NRPL_Material_User1.pdf_1762949649_491817012.pdf"", ""techspec_2025-11-11-09-57-16_831880547363d68ec4c5dac21322bfa8.pdf_1762949649_1978798159.pdf""]",tender-documents
TS_BATCH_SEC_1735881211,"[""NTPC.pdf_1735881211_515405675.pdf""]",tender-documents
TS_BATCH_SEC_1735892450,"[""NTPC.pdf_1735892450_13853741.pdf""]",tender-documents
TS_BATCH_SEC_1736708399,"[""NTPC.pdf_1736708399_1617211513.pdf""]",tender-documents
TS_BATCH_SEC_1736712787,"[""NTPC.pdf_1736712787_1160162937.pdf""]",tender-documents
TS_BATCH_SEC_1737627484,"[""NTPC.pdf_1737627484_884956126.pdf""]",tender-documents
TS_BATCH_SEC_1735298990,"[""NTPCL.pdf_1735298990_78683942.pdf""]",tender-documents
TS_BATCH_SEC_1736709730,"[""NTPCL.pdf_1736709730_2144006641.pdf""]",tender-documents
TS_BATCH_SEC_1737010559,"[""NTPCL.pdf_1737010559_948418583.pdf""]",tender-documents
TS_BATCH_SEC_1737096913,"[""NTPCL.pdf_1737096913_958395982.pdf""]",tender-documents
TS_BATCH_SEC_1734108790,"[""NTPCL2.pdf_1734108790_1637656516.pdf""]",tender-documents
TS_BATCH_SEC_1735890573,"[""NWR.html_1735890573_803235169.html""]",tender-documents
TS_BATCH_SEC_1735194770,"[""OIDB.html_1735194770_1533661530.html""]",tender-documents
TS_BATCH_SEC_1761905001,"[""PAC_9c394968-709d-4a2f-ad161756534377012_OGPGEMAOPP_(2).pdf_1761905001_34890583.pdf""]",tender-documents
TS_BATCH_SEC_1732962180,"[""PGCIL_ND.pdf_1732962180_2001725484.pdf""]",tender-documents
TS_BATCH_SEC_1735277542,"[""PHHL.pdf_1735277542_1079290057.pdf""]",tender-documents
TS_BATCH_SEC_1735299645,"[""PSPCL.html_1735299645_2038406048.html""]",tender-documents
TS_BATCH_SEC_1735894296,"[""PSTCL.html_1735894296_1579455148.html""]",tender-documents
TS_BATCH_SEC_1752223517,"[""Price_7039e044-2676-42d3-9fb11749016374943_Imtiazkhan@spmcil.com.docx_1752223517_838402635.docx""]",tender-documents
TS_BATCH_SEC_1758004637,"[""R1.pdf_1758004637_1543162380.pdf"", ""R2.pdf_1758004637_1650986186.pdf"", ""R3.pdf_1758004637_1058561706.pdf"", ""R4.pdf_1758004637_1003665355.pdf""]",tender-documents
TS_BATCH_SEC_1764314210,"[""RCF_(1).pdf_1764314210_658597393.pdf""]",tender-documents
TS_BATCH_SEC_1734110527,"[""RCIL.pdf_1734110527_66405769.pdf""]",tender-documents
TS_BATCH_SEC_1735897637,"[""RCIL.pdf_1735897637_195643581.pdf""]",tender-documents
TS_BATCH_SEC_1735886911,"[""RINL.pdf_1735886911_2075385838.pdf""]",tender-documents
TS_BATCH_SEC_1737356817,"[""RINL.pdf_1737356817_1100094555.pdf""]",tender-documents
TS_BATCH_SEC_1734440430,"[""RRVPNL.html_1734440430_830506697.html""]",tender-documents
TS_BATCH_SEC_1742278656,"[""RRVPNL.pdf_1742278656_2140805797.pdf""]",tender-documents
TS_BATCH_SEC_1731994601,"[""RRVUN.html_1731994601_896151918.html""]",tender-documents
TS_BATCH_SEC_1735212679,"[""RRVUNL.html_1735212679_1519316779.html""]",tender-documents
TS_BATCH_SEC_1734099459,"[""RRVUNL.pdf_1734099459_433800032.pdf""]",tender-documents
TS_BATCH_SEC_1736150048,"[""RRVUNL.pdf_1736150048_112865763.pdf""]",tender-documents
TS_BATCH_SEC_1737371194,"[""RRVUNL.pdf_1737371194_1259452821.pdf""]",tender-documents
TS_BATCH_SEC_1747219933,"[""RRVUNL.pdf_1747219933_1195086467.pdf""]",tender-documents
TS_BATCH_SEC_1737374135,"[""SAIL.pdf_1737374135_190923105.pdf""]",tender-documents
TS_BATCH_SEC_1749902693,"[""SBDNIT02.pdf_1749902693_1188963869.pdf""]",tender-documents
TS_BATCH_SEC_1749902695,"[""SBDNIT02.pdf_1749902695_1335440441.pdf""]",tender-documents
TS_BATCH_SEC_1749902698,"[""SBDNIT02.pdf_1749902698_1387596363.pdf"", ""SBDNIT02.pdf_1749902698_1651844772.pdf""]",tender-documents
TS_BATCH_SEC_1749902700,"[""SBDNIT02.pdf_1749902700_1582267547.pdf""]",tender-documents
TS_BATCH_SEC_1749902722,"[""SBDNIT02.pdf_1749902722_1507389263.pdf""]",tender-documents
TS_BATCH_SEC_1750654834,"[""SBD_merged.pdf_1750654834_1994585380.pdf""]",tender-documents
TS_BATCH_SEC_1750655206,"[""SBD_merged_(1).pdf_1750655206_1052456785.pdf""]",tender-documents
TS_BATCH_SEC_1766138582,"[""SDSC.pdf_1766138582_1866154576.pdf"", ""SVAB_UPS_1___2_Battery_Repalcement_specs_(1).pdf_1766138582_567926893.pdf""]",tender-documents
TS_BATCH_SEC_1738146946,"[""SER.pdf_1738146946_708940094.pdf""]",tender-documents
